original,detected_language,confidence,translated_text
bioinformàtica,ca,100,bioinformatics
enginyeria bioquímica,ca,100,biochemical engineering
estructures de dades,ca,100,data structures
bioquímica,ca,100,biochemistry
fonaments de computadors,ca,100,computer fabrications
matemàtica discreta 1,ca,100,discrete mathematics 1
materials i nanoestructures,ca,100,materials and nanostructures
fonaments químics de l'enginyeria,ca,100,chemical engineering releases
estudis en el marc d'acords de mobilitat 3,ca,100,studies in the framework of mobility agreements 3
sistemes integrats de fabricació,ca,100,Integrated manufacturing systems
disseny i assaig de màquines,ca,100,engine design and testing
laboratori d'operacions unitàries,ca,100,laboratory of unitary operations
instal·lacions elèctriques en edificis,ca,100,electrical installations in buildings
circuits elèctrics,ca,100,electric circuits
ciència i resistència de materials,ca,100,science and resistance of materials
cinètica química i disseny de reactors,ca,100,chemical kinetics and reactor design
disseny d'operacions de separació,ca,100,design of separation operations
simulació i anàlisi de processos químics,ca,100,simulation and analysis of chemical processes
màquines i mecanismes,ca,100,machines and mechanisms
estudis en el marc d'acords de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
emmagatzematge i conversió d'energia,ca,100,energy storage and conversion
electrotècnia,ca,100,electrotechnics
control i instrumentació,ca,100,control and instrumentation
tecnologia mecànica,ca,100,mechanical technology
pràctiques externes 1,ca,100,external practices 1
plantes i infraestructures industrials,ca,100,plants and industrial infrastructures
modelatge i control de motors,ca,100,engine modeling and control
estructures,ca,100,structures
sistemes de producció automatitzats i control de processos,ca,100,automated production systems and process control
enginyeria de reactors,ca,100,reactor engineering
processos de separació avançats,ca,100,Advanced separation processes
laboratori d'electrotècnia,ca,100,laboratory of electrotechnics
termodinàmica avançada i simulació molecular,ca,100,advanced thermodynamics and molecular simulation
ciència i resistència de materials,ca,100,science and resistance of materials
teoria i disseny d'estructures,ca,100,theory and structure design
hidràulica,ca,100,hydraulica
gestió de la qualitat,ca,100,Quality management
fiscalitat,ca,100,fascility
tècniques de decisió empresarial,ca,100,business decision techniques
direcció estratègica,ca,100,strategic direction
investigació de mercats i aplicacions,ca,100,market and application research
seguretat en xarxes,ca,100,security in networks
treball de fi de grau i (g.ade),ca,100,Final degree work and (g.ade)
programació avançada de dispositius mòbils,ca,100,Advanced programming of mobile devices
tècniques avançades de programació,ca,100,Advanced programming techniques
economia mundial,ca,100,global economy
comptabilitat de gestió,ca,100,comptability of management
estructures de dades,ca,100,data structures
desenvolupament avançat d'aplicacions web,ca,100,advanced development of web applications
bases de dades avançades,ca,100,Advanced databases
arquitectures per a aplicacions en xarxa,ca,100,architectures for online applications
enginyeria de llocs web,ca,100,web site engineering
pràctiques acadèmiques externes,ca,100,external academic practices
macroeconomia,ca,100,macroeconomia
computació ubiqua,ca,100,ubiquitous computing
treball de fi de grau ii (g.tdawim),ca,100,final ii degree work (g.tdawim)
direcció financera: finançament,ca,100,financial management: financing
microeconomia,ca,100,microeconomics
aplicacions i serveis mòbils,ca,100,mobile applications and services
arquitectura elèctrica del vehicle,ca,100,electric architecture of the vehicle
modelatge i control de motors,ca,100,engine modeling and control
electrònica d'alta freqüència i comunicacions,ca,100,high frequency electronics and communications
metodologies de desenvolupament en automoció,ca,100,Development Methodologies in Automotive
anàlisi de circuits i sistemes lineals,ca,100,circuit analysis and linear systems
electrònica de potència,ca,100,power electronics
generació d'energia elèctrica,ca,100,generation of electrical energy
laboratori de sistemes encastats i comunicacions,ca,100,laboratory of embedded systems and communications
pràctiques externes,ca,100,external practices
cf circuits analògics i digitals,ca,100,cf analog and digital circuits
disseny de sistemes digitals amb fpga,ca,100,design of digital systems with fpga
emmagatzematge i conversió d'energia,ca,100,energy storage and conversion
innovació en tecnologies industrials,ca,100,innovation in industrial technologies
treball de fi de màster,ca,100,Final Masterwork
informàtica industrial 1,ca,100,industrial computer science 1
laboratori d'electrònica de potència,ca,100,power electronics laboratory
electrònica digital,ca,100,Digital electronics
desenvolupament de software per a l'automòbil,ca,100,software development for the automobile
modelatge i control de convertidors,ca,100,modeling and control of converters
cf electrònica de potència,ca,100,cf power electronics
topografia,ca,100,topography
ciència i resistència de materials,ca,100,science and resistance of materials
control de màquines elèctriques,ca,100,control of electric machines
física 1,ca,100,física 1
àlgebra lineal,ca,100,linear algebra
orientació professional i acadèmica,ca,100,professional and academic orientation
instal·lacions elèctriques,ca,100,electrical installations
màquines i mecanismes,ca,100,machines and mechanisms
sistemes elèctrics de potència,ca,100,electric power systems
fonaments d'instal·lacions elèctriques,ca,100,phones of electrical installations
estadística i mètodes transformats,ca,100,statistics and transformed methods
organització industrial,ca,100,industrial organization
manteniment industrial,ca,100,industrial maintenance
fonaments de programació,ca,100,programming releases
economia i organització d'empreses,ca,100,economy and organization of companies
tècniques en prevenció de riscos laborals,ca,100,technics in occupational risk prevention
estudis en el marc de convenis de mobilitat 1,ca,100,studies in the framework of mobility agreements 1
projectes d'enginyeria elèctrica,ca,100,electrical engineering projects
anàlisi matemàtica 1,ca,100,mathematical analysis 1
anàlisi matemàtica 2,ca,100,mathematical analysis 2
dibuix tècnic,ca,100,technical drawing
fonaments de regulació automàtica,ca,100,automatic regulation releases
equips electrònics,ca,100,electronic equipment
sistemes robotitzats,ca,100,robotized systems
teoria de circuits 2,ca,100,circuit theory 2
centrals elèctriques,ca,100,electric power plants
energies renovables,ca,100,renewable energy
luminotècnia,ca,100,luminotechnics
transport d'energia elèctrica,ca,100,electric power transport
gestió i direcció de projectes,ca,100,management and project management
pràctiques acadèmiques externes 2,ca,100,external academic practices 2
màquines elèctriques,ca,100,electric machines
disseny de màquines elèctriques,ca,100,design of electric machines
anglès tècnic,ca,100,technical English
automatització,ca,100,automation
fonaments de màquines elèctriques,ca,100,phones of electric machines
estudis en el marc de convenis de mobilitat 2,ca,100,studies in the framework of mobility agreements 2
física 2,ca,100,física 2
eines per emprendre,ca,100,tools to undertake
fonaments químics de l'enginyeria,ca,100,chemical engineering releases
perifèrics en instal·lacions d' automatització,ca,100,peripherals in automation facilities
