id,original,detected_language,confidence,translated_text
3007,instal·lacions elèctriques en edificis,cat,0.990610539913177,electrical installations at edifices
3008,circuits elèctrics,cat,0.845706939697266,electrical circuits
3009,ciència i resistència de materials,cat,0.99595308303833,science and resistance of materials
3010,cinètica química i disseny de reactors,cat,0.906266748905182,chemical kinetics and design of reactors
3011,disseny d'operacions de separació,cat,0.935701489448547,design of operations of separation
3012,simulació i anàlisi de processos químics,cat,0.988160908222198,simulation and analysis of chemical processes
3013,màquines i mecanismes,cat,0.821801841259003,machines and mechanisms
3014,estudis en el marc d'acords de mobilitat 2,cat,0.876015961170197,surveys at the frame of chords of mobility 2
3015,emmagatzematge i conversió d'energia,cat,0.982439458370209,storage and conversion of energy
3016,electrotècnia,cat,0.840792953968048,electrotechnics
3017,control i instrumentació,cat,0.953113734722137,control and instrumentation
3018,tecnologia mecànica,cat,0.945492565631866,mechanical tech
3019,pràctiques externes 1,cat,0.831680059432983,external practices 1
3020,plantes i infraestructures industrials,cat,0.555642068386078,plants and industrial infrastructures
3021,modelatge i control de motors,cat,0.781476736068726,modelling and control of engines
3022,estructures,cat,0.731492519378662,structures
3023,sistemes de producció automatitzats i control de processos,cat,0.959741711616516,systems of production automated and control of processes
3024,enginyeria de reactors,cat,0.829193294048309,engineering of reactors
3025,processos de separació avançats,cat,0.943364381790161,processes of separation advanced
3026,laboratori d'electrotècnia,cat,0.801526367664337,laboratory of electrotechnics
3027,termodinàmica avançada i simulació molecular,cat,0.972836911678314,thermodynamics advanced and molecular simulation
3028,ciència i resistència de materials,cat,0.99595308303833,science and resistance of materials
3029,teoria i disseny d'estructures,cat,0.774518668651581,theory and design of structures
3030,hidràulica,cat,0.84107917547226,hydraulics
3031,gestió de la qualitat,cat,0.89607584476471,management of the quality
3032,fiscalitat,cat,0.761688470840454,taxation
3033,tècniques de decisió empresarial,cat,0.976659119129181,technicians of business decision
3034,direcció estratègica,cat,0.992806494235992,strategic address
3035,investigació de mercats i aplicacions,cat,0.973557651042938,inquest of markets and apps
3036,seguretat en xarxes,cat,0.82976645231247,security at meshes
3037,treball de fi de grau i (g.ade),cat,0.572300493717194,work of end of rank and (g.ade)
3038,programació avançada de dispositius mòbils,cat,0.952255547046661,programming advanced of mobile devices
3039,tècniques avançades de programació,cat,0.959119439125061,technicians advanced of programming
3040,economia mundial,cat,0.8354532122612,world economics
3041,comptabilitat de gestió,cat,0.868772268295288,accounting of management
3042,estructures de dades,cat,0.90030163526535,structures of data
3043,desenvolupament avançat d'aplicacions web,cat,0.867264330387116,development advanced of apps web
3044,bases de dades avançades,cat,0.843228876590729,databases advanced
3045,arquitectures per a aplicacions en xarxa,cat,0.91418194770813,architectures for apps at mesh
3046,enginyeria de llocs web,cat,0.897164702415466,engineering of websites
3047,pràctiques acadèmiques externes,cat,0.835343658924103,external academic practices
3048,macroeconomia,cat,0.656534969806671,macroeconomy
3049,computació ubiqua,cat,0.97304379940033,ubiquitous computation
3050,treball de fi de grau ii (g.tdawim),cat,0.44187930226326,work of end of rank *ii (g.tdawim)
3051,direcció financera: finançament,cat,0.983804821968079,financial address: financing
3052,microeconomia,cat,0.626591503620148,*microeconomia
3053,aplicacions i serveis mòbils,cat,0.942737221717834,apps and mobile kicks
3054,arquitectura elèctrica del vehicle,cat,0.907617926597595,electrical architecture of the vehicle
3055,modelatge i control de motors,cat,0.781476736068726,modelling and control of engines
3056,electrònica d'alta freqüència i comunicacions,cat,0.98756468296051,electronics of tall frequency and communications
3057,metodologies de desenvolupament en automoció,cat,0.911943852901459,methodologies of development at automotion
3058,anàlisi de circuits i sistemes lineals,cat,0.88159453868866,analysis of circuits and linear systems
3059,electrònica de potència,cat,0.992145121097565,electronics of potency
3060,generació d'energia elèctrica,cat,0.975457370281219,generation of electrical energy
3061,laboratori de sistemes encastats i comunicacions,cat,0.806969523429871,laboratory of systems embedded and communications
3062,pràctiques externes,cat,0.839868068695068,external practices
3063,cf circuits analògics i digitals,cat,0.928978621959686,*cf analog and digital circuits
3064,disseny de sistemes digitals amb fpga,cat,0.965136528015137,design of digital systems with *fpga
3065,emmagatzematge i conversió d'energia,cat,0.982439458370209,storage and conversion of energy
3066,innovació en tecnologies industrials,cat,0.926872611045837,innovation at industrial techs
3067,treball de fi de màster,cat,0.826329469680786,work of end of *màster
3068,informàtica industrial 1,cat,0.950683951377869,industrial computing 1
3069,laboratori d'electrònica de potència,cat,0.981256306171417,laboratory of electronics of potency
3070,electrònica digital,cat,0.936258971691132,digital electronics
3071,desenvolupament de software per a l'automòbil,cat,0.879769265651703,development of *software for the car
3072,modelatge i control de convertidors,cat,0.896121025085449,modelling and control of converters
3073,cf electrònica de potència,cat,0.99030613899231,*cf electronic of potency
3074,topografia,cat,0.752765655517578,topography
3075,ciència i resistència de materials,cat,0.99595308303833,science and resistance of materials
3076,control de màquines elèctriques,cat,0.874836504459381,control of electrical machines
3077,física 1,cat,0.875927925109863,physicist 1
3078,àlgebra lineal,cat,0.867881536483765,linear algebra
3079,orientació professional i acadèmica,cat,0.963794946670532,professional and academic orientation
3080,instal·lacions elèctriques,cat,0.989137351512909,electrical installations
3081,màquines i mecanismes,cat,0.821801841259003,machines and mechanisms
3082,sistemes elèctrics de potència,cat,0.967934548854828,electrical systems of potency
3083,fonaments d'instal·lacions elèctriques,cat,0.980625331401825,bedrocks of electrical installations
3084,estadística i mètodes transformats,cat,0.947515845298767,statistics and methods transformed
3085,organització industrial,cat,0.987135350704193,industrial organisation
3086,manteniment industrial,cat,0.647342443466187,industrial maintenance
3087,fonaments de programació,cat,0.963199615478516,bedrocks of programming
3088,economia i organització d'empreses,cat,0.992464184761047,economics and organisation of companies
3089,tècniques en prevenció de riscos laborals,cat,0.958207666873932,technicians at prevention of labour risks
3090,estudis en el marc de convenis de mobilitat 1,cat,0.88937509059906,surveys at the frame of agreements of mobility 1
3091,projectes d'enginyeria elèctrica,cat,0.898330628871918,projects of electrical engineering
3092,anàlisi matemàtica 1,cat,0.994567453861237,mathematical analysis 1
3093,anàlisi matemàtica 2,cat,0.994786381721497,mathematical analysis 2
3094,dibuix tècnic,cat,0.964354455471039,technical drawing
3095,fonaments de regulació automàtica,cat,0.993433058261871,bedrocks of automatic regulation
3096,equips electrònics,cat,0.985572695732117,electronic squads
3097,sistemes robotitzats,cat,0.90745747089386,systems *robotitzats
3098,teoria de circuits 2,cat,0.745955228805542,theory of circuits 2
3099,centrals elèctriques,cat,0.802604973316193,electrical head offices
3100,energies renovables,cat,0.629919946193695,renewable energies
2901,tècniques avançades de programació,cat,0.959119439125061,technicians advanced of programming
2902,sistemes distribuïts,cat,0.89200884103775,systems distributed
2903,fonaments de programació 1,cat,0.959667980670929,bedrocks of programming 1
2904,tècniques de bioquímica i biologia molecular,cat,0.873710989952087,technicians of biochemist and molecular biology
2905,programació,cat,0.976398885250092,programming
2906,interacció persona-ordinador,cat,0.987613320350647,interaction person-computer
2907,química 2,cat,0.853440463542938,chemistry 2
2908,computació paral·lela i massiva,cat,0.9963618516922,parallel and massive computation
2909,bases de dades,cat,0.88220089673996,databases
2910,química 1,cat,0.8468416929245,chemistry 1
2911,sistemes oberts,cat,0.587275445461273,open systems
2912,estadística,cat,0.966264307498932,statistics
2913,economia i gestió d'empreses,cat,0.958445727825165,economics and management of companies
2914,pràctiques externes,cat,0.839868068695068,external practices
2915,"aspectes legals, socials i comunicatius",cat,0.787383377552033,"legal aspects, social and communicative"
2916,física,cat,0.885644972324371,physicist
2917,intel·ligència artificial,cat,0.998451590538025,artificial intelligence
2918,modelització i visualització,cat,0.999132990837097,modelling and visualisation
2919,matemàtica discreta 2,cat,0.979303121566772,discrete mathematician 2
2920,expressió i replicació gèniques,cat,0.996080756187439,expression and genic replication
2921,enzimologia,cat,0.595195829868317,enzymology
2922,tecnologia de l'adn recombinant,cat,0.657904446125031,tech of the *adn *recombinant
2923,processos de separació i purificació,cat,0.991142749786377,processes of separation and purification
2924,seguretat en xarxes,cat,0.82976645231247,security at meshes
2925,treball de fi de grau ii (g.b),cat,0.499996095895767,work of end of rank *ii (g.b)
2926,química orgànica,cat,0.961987912654877,organic chemistry
2927,termodinàmica i cinètica,cat,0.939728260040283,thermodynamics and kinetics
2928,biologia molecular de sistemes,cat,0.688696205615997,molecular biology of systems
2929,llenguatges formals,cat,0.883353710174561,formal languages
2930,sistemes d'informació en les organitzacions,cat,0.963559448719025,systems of information at the organisations
2931,biologia,cat,0.699659466743469,biology
2932,computadors,cat,0.929327547550201,computers
2933,biotecnologia molecular animal i vegetal,cat,0.767669260501862,animal molecular biotechnology and vegetal
2934,fonaments de programació 2,cat,0.961083710193634,bedrocks of programming 2
2935,compiladors,cat,0.866167426109314,compilers
2936,visió per computador,cat,0.991230964660645,vision for computer
